2;7;11;13;18;22;27
3;5;13;16;18;22;30
5;6;7;11;13;16;22
3;5;6;7;18;22;27
2;3;5;7;11;16;18
3;5;6;13;16;19;30
3;6;11;13;22;27;30
3;5;11;18;22;27;30
2;3;5;11;13;19;30
2;5;6;7;16;22;27
6;11;13;18;19;27;30
2;5;6;11;18;22;30
1;10;12;19;25;28;29
2;3;19;23;25;28;30
3;4;10;12;19;23;28
2;3;4;10;25;28;29
1;2;3;10;12;23;25
2;3;4;19;23;27;30
2;4;12;19;28;29;30
2;3;12;25;28;29;30
1;2;3;12;19;27;30
1;3;4;10;23;28;29
4;12;19;25;27;29;30
1;3;4;12;25;28;30
3;17;18;21;23;29;30
5;6;21;22;23;29;31
6;9;17;18;21;22;29
5;6;9;17;23;29;30
3;5;6;17;18;22;23
5;6;9;21;22;27;31
5;9;18;21;29;30;31
5;6;18;23;29;30;31
3;5;6;18;21;27;31
3;6;9;17;22;29;30
9;18;21;23;27;30;31
3;6;9;18;23;29;31
