1;2;9;11;14;15;16
1;2;3;5;12;15;16
2;3;4;6;10;15;16
2;3;5;6;13;14;15
1;2;4;6;8;9;11
2;4;5;8;9;11;15
3;4;5;7;10;11;14
1;5;6;7;12;13;16
4;5;6;8;10;12;15
1;7;9;10;11;13;15
2;4;5;9;12;13;16
1;3;5;9;10;12;16
3;4;5;7;12;15;16
4;5;7;10;11;13;14
1;2;6;8;11;12;13
2;6;8;9;10;14;16
5;8;11;12;13;14;15
1;4;8;11;12;13;14
2;3;4;8;10;14;16
5;6;7;8;9;10;14
1;3;5;6;7;9;12
1;4;6;7;8;11;14
2;3;4;8;9;15;16
3;5;7;11;12;13;15
1;4;5;6;10;11;12
5;9;10;11;12;13;15
1;4;5;10;13;15;16
3;5;8;10;11;14;16
1;4;5;7;10;14;16
2;3;8;9;10;14;15
1;2;4;5;11;12;15
1;2;6;8;10;11;14
1;5;9;11;13;14;15
1;5;6;7;8;12;14
1;3;7;10;12;14;15
1;4;7;9;14;15;16
1;4;6;7;10;11;15
3;4;5;6;10;12;13
2;3;4;9;11;12;13
1;3;5;7;8;11;16
