1;14;16;18;23;25;28
7;10;18;20;23;25;29
10;13;14;16;18;20;25
7;10;13;14;23;25;28
1;7;10;14;16;20;23
7;10;13;18;20;24;29
7;13;16;18;25;28;29
7;10;16;23;25;28;29
1;7;10;16;18;24;29
1;10;13;14;20;25;28
13;16;18;23;24;28;29
1;10;13;16;23;25;29
1;6;8;11;21;24;28
3;4;11;15;21;24;31
4;5;6;8;11;15;24
3;4;5;6;21;24;28
1;3;4;6;8;15;21
3;4;5;11;15;23;31
3;5;8;11;24;28;31
3;4;8;21;24;28;31
1;3;4;8;11;23;31
1;4;5;6;15;24;28
5;8;11;21;23;28;31
1;4;5;8;21;24;31
1;12;14;15;18;23;24
2;3;15;16;18;23;30
3;10;12;14;15;16;23
2;3;10;12;18;23;24
1;2;3;12;14;16;18
2;3;10;15;16;20;30
2;10;14;15;23;24;30
2;3;14;18;23;24;30
1;2;3;14;15;20;30
1;3;10;12;16;23;24
10;14;15;18;20;24;30
1;3;10;14;18;23;30
