1;12;13;14;23;27;29
3;5;14;17;23;27;30
5;6;12;13;14;17;27
3;5;6;12;23;27;29
1;3;5;12;13;17;23
3;5;6;14;17;26;30
3;6;13;14;27;29;30
3;5;13;23;27;29;30
1;3;5;13;14;26;30
1;5;6;12;17;27;29
6;13;14;23;26;29;30
1;5;6;13;23;27;30
1;9;10;11;18;21;22
2;3;11;17;18;21;26
3;8;9;10;11;17;21
2;3;8;9;18;21;22
1;2;3;9;10;17;18
2;3;8;11;17;20;26
2;8;10;11;21;22;26
2;3;10;18;21;22;26
1;2;3;10;11;20;26
1;3;8;9;17;21;22
8;10;11;18;20;22;26
1;3;8;10;18;21;26
1;9;12;16;24;27;28
5;7;16;23;24;27;31
7;8;9;12;16;23;27
5;7;8;9;24;27;28
1;5;7;9;12;23;24
5;7;8;16;23;25;31
5;8;12;16;27;28;31
5;7;12;24;27;28;31
1;5;7;12;16;25;31
1;7;8;9;23;27;28
8;12;16;24;25;28;31
1;7;8;12;24;27;31
