2;12;15;18;25;26;29
1;2;18;25;26;29;30
2;12;15;18;25;30;31
1;4;11;12;18;26;29
2;4;12;18;25;29;30
1;2;11;15;25;29;30
7;14;16;18;19;22;23
3;7;18;19;22;23;27
7;14;16;18;19;27;28
3;9;11;14;18;22;23
7;9;14;18;19;23;27
3;7;11;16;19;23;27
2;14;17;18;19;21;28
1;2;18;19;21;28;30
2;14;17;18;19;30;31
1;4;10;14;18;21;28
2;4;14;18;19;28;30
1;2;10;17;19;28;30
6;10;13;17;20;23;24
1;6;17;20;23;24;28
6;10;13;17;20;28;31
1;8;9;10;17;23;24
6;8;10;17;20;24;28
1;6;9;13;20;24;28
5;10;13;20;22;24;26
1;5;20;22;24;26;27
5;10;13;20;22;27;30
1;6;7;10;20;24;26
5;6;10;20;22;26;27
1;5;7;13;22;26;27
5;13;15;19;21;22;24
2;5;19;21;22;24;28
5;13;15;19;21;28;31
2;6;7;13;19;22;24
5;6;13;19;21;24;28
2;5;7;15;21;24;28
13;19;20;21;22;26;27
5;13;21;22;26;27;28
13;19;20;21;22;28;31
5;15;17;19;21;26;27
13;15;19;21;22;27;28
5;13;17;20;22;27;28
