2;14;16;19;20;21;23
2;4;14;16;19;20;23
4;7;14;16;20;21;30
2;4;16;19;21;23;30
4;7;14;19;20;21;30
2;4;7;19;20;23;30
4;7;16;19;20;23;30
4;7;14;16;19;20;21
2;4;7;14;20;23;30
1;5;10;15;16;21;28
1;2;5;10;15;16;28
2;4;5;10;16;21;30
1;2;10;15;21;28;30
2;4;5;15;16;21;30
1;2;4;15;16;28;30
2;4;10;15;16;28;30
2;4;5;10;15;16;21
1;2;4;5;16;28;30
1;13;15;18;21;28;29
1;3;13;15;18;21;29
3;6;13;15;21;28;30
1;3;15;18;28;29;30
3;6;13;18;21;28;30
1;3;6;18;21;29;30
3;6;15;18;21;29;30
3;6;13;15;18;21;28
1;3;6;13;21;29;30
