1;5;10;18;22;24;27
1;2;5;10;18;22;27
2;3;5;10;22;24;29
1;2;10;18;24;27;29
2;3;5;18;22;24;29
1;2;3;18;22;27;29
2;3;10;18;22;27;29
2;3;5;10;18;22;24
1;2;3;5;22;27;29
3;12;16;20;21;25;27
3;4;12;16;20;21;27
4;9;12;16;21;25;30
3;4;16;20;25;27;30
4;9;12;20;21;25;30
3;4;9;20;21;27;30
4;9;16;20;21;27;30
4;9;12;16;20;21;25
3;4;9;12;21;27;30
3;11;14;17;21;26;29
3;4;11;14;17;21;29
4;8;11;14;21;26;31
3;4;14;17;26;29;31
4;8;11;17;21;26;31
3;4;8;17;21;29;31
4;8;14;17;21;29;31
4;8;11;14;17;21;26
3;4;8;11;21;29;31
